Company,Date,Day Close,Prev Close,Turnover,Change (%)
LANKA IOC,19-Jun-23,125.5,132,"22,986,335.50",-4.9242
LANKA IOC,20-Jun-23,124,125,"52,401,571.25",-0.8
LANKA IOC,21-Jun-23,125.5,124.25,"90,412,186.50",1.006
LANKA IOC,22-Jun-23,127,127,"26,904,360.00",0
LANKA IOC,23-Jun-23,126.75,127,"76,093,146.50",-0.1969
LANKA IOC,26-Jun-23,127.75,126.75,"23,190,454.25",0.789
LANKA IOC,27-Jun-23,132.75,128,"112,444,102.00",3.7109
LANKA IOC,28-Jun-23,130,133,"69,407,414.50",-2.2556
LANKA IOC,04-Jul-23,134.25,132.5,"207,601,328.00",1.3208
LANKA IOC,05-Jul-23,133.75,135.75,"84,207,714.75",-1.4733
LANKA IOC,06-Jul-23,130.25,133.5,"62,021,660.75",-2.4345
LANKA IOC,07-Jul-23,129.5,134,"58,703,222.00",-3.3582
LANKA IOC,10-Jul-23,130,130,"54,067,929.50",0
LANKA IOC,11-Jul-23,135,131,"204,720,582.00",3.0534
LANKA IOC,12-Jul-23,133,134,"156,260,236.00",-0.7463
LANKA IOC,13-Jul-23,140,134,"409,733,064.00",4.4776
LANKA IOC,14-Jul-23,145.5,140.5,"303,317,724.75",3.5587
LANKA IOC,17-Jul-23,149.75,146,"225,153,892.75",2.5685
LANKA IOC,18-Jul-23,145.5,150,"84,559,722.75",-3
LANKA IOC,19-Jul-23,143,147,"134,742,655.50",-2.7211
LANKA IOC,20-Jul-23,145.25,144.75,"180,974,641.00",0.3454
LANKA IOC,21-Jul-23,147.75,147.5,"98,054,809.75",0.1695
LANKA IOC,24-Jul-23,139.75,146,"242,739,821.50",-4.2808
LANKA IOC,25-Jul-23,125.25,130,"337,191,332.75",-3.6538
LANKA IOC,26-Jul-23,129,128,"42,745,140.50",0.7812
LANKA IOC,27-Jul-23,126.75,129,"51,630,456.00",-1.7442
LANKA IOC,28-Jul-23,125.25,129,"56,004,844.25",-2.907
LANKA IOC,31-Jul-23,131,125.5,"68,007,968.25",4.3825
LANKA IOC,02-Aug-23,129.25,132,"96,845,285.75",-2.0833
LANKA IOC,03-Aug-23,125.5,130,"114,507,699.25",-3.4615
LANKA IOC,04-Aug-23,123.25,125,"75,084,210.00",-1.4
LANKA IOC,07-Aug-23,119,124,"199,697,195.00",-4.0323
LANKA IOC,08-Aug-23,124,120,"89,372,405.00",3.3333
LANKA IOC,09-Aug-23,122.25,124.25,"17,334,783.00",-1.6097
LANKA IOC,10-Aug-23,120.25,122.25,"83,419,710.75",-1.636
LANKA IOC,11-Aug-23,120,120.5,"164,009,513.25",-0.4149
LANKA IOC,14-Aug-23,122,121,"35,634,456.50",0.8264
LANKA IOC,15-Aug-23,119.75,122,"22,827,564.00",-1.8443
LANKA IOC,16-Aug-23,118.5,119.5,"39,584,500.75",-0.8368
LANKA IOC,17-Aug-23,119.25,118.5,"73,286,461.50",0.6329
LANKA IOC,18-Aug-23,118,120.5,"62,030,640.75",-2.0747
LANKA IOC,21-Aug-23,116.5,118,"35,714,951.00",-1.2712
LANKA IOC,22-Aug-23,113.25,119,"50,144,877.50",-4.8319
LANKA IOC,23-Aug-23,115.25,114,"182,221,375.75",1.0965
LANKA IOC,24-Aug-23,113.75,115,"83,285,870.00",-1.087
LANKA IOC,25-Aug-23,113.75,115,"44,174,134.50",-1.087
LANKA IOC,28-Aug-23,113,113.5,"79,759,439.00",-0.4405
LANKA IOC,29-Aug-23,115.75,113,"85,971,044.75",2.4336
LANKA IOC,31-Aug-23,117,118,"31,704,714.75",-0.8475
LANKA IOC,01-Sep-23,123.75,119.5,"111,592,258.00",3.5565
LANKA IOC,04-Sep-23,121.25,126,"64,042,447.75",-3.7698
LANKA IOC,05-Sep-23,123.25,121.75,"87,440,411.00",1.232
LANKA IOC,06-Sep-23,120.25,124,"52,211,465.00",-3.0242
LANKA IOC,07-Sep-23,119.25,120,"37,910,078.25",-0.625
LANKA IOC,08-Sep-23,119,120,"43,274,180.25",-0.8333
LANKA IOC,11-Sep-23,120,120,"44,551,582.75",0
LANKA IOC,12-Sep-23,119.75,120.25,"11,167,485.25",-0.4158
LANKA IOC,13-Sep-23,121,119.75,"35,007,268.50",1.0438
LANKA IOC,14-Sep-23,120,122.5,"28,512,323.00",-2.0408
LANKA IOC,15-Sep-23,120,121.5,"7,528,870.00",-1.2346
LANKA IOC,18-Sep-23,119,120.5,"14,446,194.75",-1.2448
LANKA IOC,19-Sep-23,118.25,118.5,"19,018,085.25",-0.211
LANKA IOC,20-Sep-23,116.25,118.75,"87,968,148.25",-2.1053
LANKA IOC,21-Sep-23,115,117,"47,697,945.75",-1.7094
LANKA IOC,22-Sep-23,116,114.75,"26,926,010.75",1.0893
LANKA IOC,25-Sep-23,115,115,"16,748,103.25",0
LANKA IOC,26-Sep-23,115,117,"24,914,355.25",-1.7094
LANKA IOC,27-Sep-23,116.25,115.5,"33,649,641.50",0.6494
LANKA IOC,02-Oct-23,115,115.5,"78,014,389.50",-0.4329
LANKA IOC,03-Oct-23,113.75,115,"19,363,888.25",-1.087
LANKA IOC,04-Oct-23,113,113.5,"10,427,873.50",-0.4405
LANKA IOC,05-Oct-23,112.5,114,"9,108,048.00",-1.3158
LANKA IOC,06-Oct-23,112,114,"14,979,923.75",-1.7544
LANKA IOC,09-Oct-23,108,112.5,"51,444,222.25",-4
LANKA IOC,10-Oct-23,108,107.25,"22,021,426.75",0.6993
LANKA IOC,11-Oct-23,105,109.25,"32,584,889.75",-3.8902
LANKA IOC,12-Oct-23,107.75,105.25,"14,434,671.50",2.3753
LANKA IOC,13-Oct-23,103.25,108,"21,115,015.50",-4.3981
LANKA IOC,16-Oct-23,103.25,103,"16,988,369.75",0.2427
LANKA IOC,17-Oct-23,100,105.5,"91,237,299.10",-5.2133
LANKA IOC,18-Oct-23,99.1,101.75,"49,591,806.25",-2.6044
LANKA IOC,19-Oct-23,99,99.5,"81,317,104.35",-0.5025
LANKA IOC,20-Oct-23,99.9,99.1,"18,696,784.10",0.8073
LANKA IOC,23-Oct-23,100,100.5,"18,757,406.00",-0.4975
LANKA IOC,24-Oct-23,99,100,"5,299,855.30",-1
LANKA IOC,25-Oct-23,97.5,99.8,"20,454,872.20",-2.3046
LANKA IOC,26-Oct-23,95.2,98,"32,930,247.60",-2.8571
LANKA IOC,27-Oct-23,103.5,97,"29,534,777.85",6.701
LANKA IOC,30-Oct-23,110,106.75,"63,926,253.75",3.0445
LANKA IOC,31-Oct-23,106.75,109.75,"21,155,743.50",-2.7335
LANKA IOC,01-Nov-23,113.75,108.5,"138,154,165.50",4.8387
LANKA IOC,02-Nov-23,113.25,113.75,"127,983,912.25",-0.4396
LANKA IOC,03-Nov-23,111.5,114.75,"13,228,941.00",-2.8322
LANKA IOC,06-Nov-23,113,114,"23,039,136.50",-0.8772
LANKA IOC,07-Nov-23,112,113,"24,729,691.00",-0.885
LANKA IOC,08-Nov-23,111.75,112.5,"14,016,737.25",-0.6667
LANKA IOC,09-Nov-23,111.25,112,"13,780,188.25",-0.6696
LANKA IOC,10-Nov-23,108.75,111,"35,502,976.25",-2.027
LANKA IOC,13-Nov-23,107.5,107.75,"8,698,484.50",-0.232
LANKA IOC,14-Nov-23,107.5,108,"7,296,730.00",-0.463
LANKA IOC,15-Nov-23,106,107.5,"9,184,049.00",-1.3953
LANKA IOC,16-Nov-23,104.75,107.75,"10,490,094.25",-2.7842
LANKA IOC,17-Nov-23,103,107,"28,492,254.50",-3.7383
LANKA IOC,20-Nov-23,103.5,103,"9,328,995.25",0.4854
LANKA IOC,21-Nov-23,100.5,103.25,"112,367,302.75",-2.6634
LANKA IOC,22-Nov-23,103.25,101.25,"16,776,350.75",1.9753
LANKA IOC,23-Nov-23,103.75,104,"2,875,002.75",-0.2404
LANKA IOC,24-Nov-23,102.75,102.5,"24,872,429.00",0.2439
LANKA IOC,27-Nov-23,101.75,103,"12,046,978.75",-1.2136
LANKA IOC,28-Nov-23,100.5,102,"18,743,525.50",-1.4706
LANKA IOC,29-Nov-23,101.75,100.25,"17,798,936.50",1.4963
LANKA IOC,30-Nov-23,101.75,103,"34,325,829.50",-1.2136
LANKA IOC,01-Dec-23,103,103,"18,614,920.50",0
LANKA IOC,04-Dec-23,106,103.75,"51,539,401.00",2.1687
LANKA IOC,05-Dec-23,105,105.25,"23,668,348.00",-0.2375
LANKA IOC,06-Dec-23,104.75,105,"5,446,110.00",-0.2381
LANKA IOC,07-Dec-23,103,104.75,"3,491,651.00",-1.6706
LANKA IOC,08-Dec-23,106.75,103,"48,499,329.00",3.6408
LANKA IOC,11-Dec-23,109,108,"17,642,886.50",0.9259
LANKA IOC,12-Dec-23,111,109.5,"60,136,435.50",1.3699
LANKA IOC,13-Dec-23,108.75,111.5,"17,074,047.75",-2.4664
LANKA IOC,14-Dec-23,109.75,108.75,"5,320,250.50",0.9195
LANKA IOC,15-Dec-23,106.25,109,"5,708,358.50",-2.5229
LANKA IOC,18-Dec-23,105,108.5,"30,292,102.75",-3.2258
LANKA IOC,19-Dec-23,104.75,105,"11,787,920.25",-0.2381
LANKA IOC,20-Dec-23,104,105,"2,336,595.50",-0.9524
LANKA IOC,21-Dec-23,103,104,"3,296,276.00",-0.9615
LANKA IOC,22-Dec-23,101.5,104.5,"7,894,615.75",-2.8708
LANKA IOC,27-Dec-23,101,101.5,"6,742,099.25",-0.4926
LANKA IOC,28-Dec-23,101,101,"7,795,486.50",0
LANKA IOC,29-Dec-23,102,103,"16,532,809.75",-0.9709
LION  BREWERY,02-Jan-23,559.5,518.25,"21,178.25",7.9595
LION  BREWERY,05-Jan-23,554,546,"62,608.25",1.4652
LION  BREWERY,11-Jan-23,554,554.75,"2,613.00",-0.1352
LION  BREWERY,13-Jan-23,554,550,"2,750.00",0.7273
LION  BREWERY,18-Jan-23,554,529.75,"15,362.75",4.5776
LION  BREWERY,19-Jan-23,592.25,549.75,"65,152.50",7.7308
LION  BREWERY,20-Jan-23,597.75,585,"52,579,076.75",2.1795
LION  BREWERY,23-Jan-23,599.5,600,"1,537,027.25",-0.0833
LION  BREWERY,24-Jan-23,599.5,590,"55,115.00",1.6102
LION  BREWERY,26-Jan-23,599.5,540,540,11.0185
LION  BREWERY,27-Jan-23,599.5,541,"14,318.00",10.8133
LION  BREWERY,30-Jan-23,599.5,599.5,"17,481.50",0
LION  BREWERY,03-Feb-23,599.5,599.5,"11,810,150.00",0
LION  BREWERY,06-Feb-23,599.5,599.5,"8,949.50",0
LION  BREWERY,07-Feb-23,601.75,595,"726,172.75",1.1345
LION  BREWERY,08-Feb-23,601.75,599,599,0.4591
LION  BREWERY,10-Feb-23,600,599,"150,599.75",0.1669
LION  BREWERY,13-Feb-23,600,598,"1,197.00",0.3344
LION  BREWERY,14-Feb-23,600,590,"23,760.00",1.6949
LION  BREWERY,15-Feb-23,600,590,"18,290.50",1.6949
LION  BREWERY,16-Feb-23,568.25,564.25,"65,344.50",0.7089
LION  BREWERY,20-Feb-23,630.25,597.25,"1,400,190.25",5.5253
LION  BREWERY,21-Feb-23,630,629.25,"1,288,977.75",0.1192
LION  BREWERY,22-Feb-23,640,637,"136,324.50",0.471
LION  BREWERY,23-Feb-23,660,620,"55,058,140.00",6.4516
LION  BREWERY,24-Feb-23,660,659,"21,813.00",0.1517
LION  BREWERY,27-Feb-23,660,658.5,"8,458.50",0.2278
LION  BREWERY,01-Mar-23,660,640,"16,443.00",3.125
LION  BREWERY,02-Mar-23,658.5,650,"651,025.00",1.3077
LION  BREWERY,03-Mar-23,676.5,655,"374,377.00",3.2824
LION  BREWERY,07-Mar-23,694.75,689.75,"786,221.00",0.7249
LION  BREWERY,08-Mar-23,694.75,698,"3,494.00",-0.4656
LION  BREWERY,09-Mar-23,694.75,660.25,"12,434.25",5.2253
LION  BREWERY,10-Mar-23,694.75,680,"1,360.00",2.1691
LION  BREWERY,13-Mar-23,694.75,685,"31,510.00",1.4234
LION  BREWERY,14-Mar-23,694.75,682,"5,488.00",1.8695
LION  BREWERY,15-Mar-23,697.75,695,"137,451.00",0.3957
LION  BREWERY,16-Mar-23,697.75,690,"21,385.00",1.1232
LION  BREWERY,20-Mar-23,714.75,685,"733,165.00",4.3431
LION  BREWERY,21-Mar-23,720,715,"384,898.75",0.6993
LION  BREWERY,22-Mar-23,724.5,723.5,"673,141.00",0.1382
LION  BREWERY,23-Mar-23,724.5,720,"20,341.50",0.625
LION  BREWERY,24-Mar-23,719.75,719,"364,884.00",0.1043
LION  BREWERY,27-Mar-23,713.5,715,"1,495,482.00",-0.2098
LION  BREWERY,28-Mar-23,714.75,714,"193,010.00",0.105
LION  BREWERY,31-Mar-23,714.75,714,"42,840.00",0.105
LION  BREWERY,03-Apr-23,713.5,714,"72,072.25",-0.07
LION  BREWERY,04-Apr-23,713.5,714,"2,856.00",-0.07
LION  BREWERY,06-Apr-23,714,713.5,"137,086.75",0.0701
LION  BREWERY,10-Apr-23,714,709.5,709.5,0.6342
LION  BREWERY,11-Apr-23,714,709,"2,127.00",0.7052
LION  BREWERY,12-Apr-23,714,710,"2,840.00",0.5634
LION  BREWERY,17-Apr-23,702.25,714,"73,034.00",-1.6457
LION  BREWERY,18-Apr-23,701,710,"126,185.00",-1.2676
LION  BREWERY,21-Apr-23,701,699.5,"20,285.50",0.2144
LION  BREWERY,24-Apr-23,701,700,"46,499.75",0.1429
LION  BREWERY,25-Apr-23,701,700,"8,389.00",0.1429
LION  BREWERY,26-Apr-23,700,700,"536,192.00",0
LION  BREWERY,27-Apr-23,700,712,"26,099.00",-1.6854
LION  BREWERY,28-Apr-23,705,702,"794,407.00",0.4274
LION  BREWERY,02-May-23,705,695,"14,320.50",1.4388
LION  BREWERY,03-May-23,705,695,"28,695.00",1.4388
LION  BREWERY,08-May-23,690.5,690,"166,410.00",0.0725
LION  BREWERY,09-May-23,690,690.5,"345,700.50",-0.0724
LION  BREWERY,10-May-23,690.5,700,"404,690.00",-1.3571
LION  BREWERY,11-May-23,694.75,690,"2,889,045.00",0.6884
LION  BREWERY,12-May-23,690,690,"111,090.00",0
LION  BREWERY,15-May-23,690,681.25,681.25,1.2844
LION  BREWERY,16-May-23,695,690,"76,435.00",0.7246
LION  BREWERY,17-May-23,695,695,"478,160.00",0
LION  BREWERY,18-May-23,700,704,"280,724.00",-0.5682
LION  BREWERY,19-May-23,699.5,700,"147,590.00",-0.0714
LION  BREWERY,22-May-23,700,700,"594,625.00",0
LION  BREWERY,23-May-23,700,704,"31,517.00",-0.5682
LION  BREWERY,24-May-23,700,700,"7,000.00",0
LION  BREWERY,25-May-23,700,719.75,"28,765.00",-2.744
LION  BREWERY,29-May-23,700,718.75,"5,714.25",-2.6087
LION  BREWERY,30-May-23,685,700.5,"213,175.00",-2.2127
LION  BREWERY,31-May-23,685,695,"3,475.00",-1.4388
LION  BREWERY,01-Jun-23,704.75,700,"74,000.00",0.6786
LION  BREWERY,05-Jun-23,704.75,700,"22,130.00",0.6786
LION  BREWERY,06-Jun-23,704.75,714,"12,656.00",-1.2955
LION  BREWERY,07-Jun-23,704.75,709,"21,007,790.00",-0.5994
LION  BREWERY,08-Jun-23,704.75,650,"8,450.00",8.4231
LION  BREWERY,09-Jun-23,704.75,708,"55,976.00",-0.459
LION  BREWERY,12-Jun-23,704.75,681,"6,810.00",3.4875
LION  BREWERY,13-Jun-23,704.75,704.75,"72,595.75",0
LION  BREWERY,14-Jun-23,700,708,"27,499,490.50",-1.1299
LION  BREWERY,15-Jun-23,700,700,"16,206,437.75",0
LION  BREWERY,16-Jun-23,700,690,"6,250.00",1.4493
LION  BREWERY,19-Jun-23,698.75,700,"126,572.00",-0.1786
LION  BREWERY,20-Jun-23,710,690.25,"180,280.50",2.8613
LION  BREWERY,21-Jun-23,710,709,"403,270.00",0.141
LION  BREWERY,22-Jun-23,701,714,"454,444.25",-1.8207
LION  BREWERY,23-Jun-23,701,713,"7,713.00",-1.683
LION  BREWERY,26-Jun-23,700,700,"24,703,193.00",0
LION  BREWERY,27-Jun-23,700,700,"8,400.00",0
LION  BREWERY,28-Jun-23,699.75,700,"99,350.00",-0.0357
LION  BREWERY,04-Jul-23,690.5,708,"734,322.00",-2.4718
LION  BREWERY,05-Jul-23,690.5,712,"4,984.00",-3.0197
LION  BREWERY,06-Jul-23,709.75,693,"990,742.00",2.417
LION  BREWERY,07-Jul-23,709.75,710,"21,731.50",-0.0352
LION  BREWERY,10-Jul-23,709.75,711.75,"2,124.50",-0.281
LION  BREWERY,11-Jul-23,709.75,710,"2,130.00",-0.0352
LION  BREWERY,12-Jul-23,709.75,711.75,"22,187.75",-0.281
LION  BREWERY,14-Jul-23,709.75,711.75,"1,423.50",-0.281
LION  BREWERY,17-Jul-23,709.75,714,"2,142.00",-0.5952
LION  BREWERY,18-Jul-23,709.75,714,"2,118.00",-0.5952
LION  BREWERY,19-Jul-23,705.5,714,"103,728.75",-1.1905
LION  BREWERY,20-Jul-23,681,699.75,"839,568.25",-2.6795
LION  BREWERY,21-Jul-23,680,684,"400,559.50",-0.5848
LION  BREWERY,25-Jul-23,698,698,"139,600.00",0
LION  BREWERY,26-Jul-23,698,697.75,697.75,0.0358
LION  BREWERY,27-Jul-23,698.5,698,"189,281.50",0.0716
LION  BREWERY,28-Jul-23,698.5,685.5,685.5,1.8964
LION  BREWERY,31-Jul-23,700,699.5,"557,189.00",0.0715
LION  BREWERY,02-Aug-23,700,719,"64,039.00",-2.6426
LION  BREWERY,03-Aug-23,710,709,"213,702.75",0.141
LION  BREWERY,04-Aug-23,696.75,710,"101,294.00",-1.8662
LION  BREWERY,07-Aug-23,700,700,"515,900.00",0
LION  BREWERY,08-Aug-23,699.75,700,"2,479,900.50",-0.0357
LION  BREWERY,09-Aug-23,704,700,"5,731,443.25",0.5714
LION  BREWERY,10-Aug-23,700,700,"3,501,400.00",0
LION  BREWERY,11-Aug-23,704,704,"496,320.00",0
LION  BREWERY,14-Aug-23,701,702,"1,947,408.00",-0.1425
LION  BREWERY,15-Aug-23,704,704,"204,151.00",0
LION  BREWERY,16-Aug-23,705,704,"7,038,537.75",0.142
LION  BREWERY,17-Aug-23,715,711,"357,483.00",0.5626
LION  BREWERY,18-Aug-23,700,715,"10,446,145.00",-2.0979
LION  BREWERY,21-Aug-23,700,710,"15,623.00",-1.4085
LION  BREWERY,22-Aug-23,700,710,"29,868.25",-1.4085
LION  BREWERY,23-Aug-23,718.5,714,"165,932.00",0.6303
LION  BREWERY,24-Aug-23,715.5,720,"1,717,285.00",-0.625
LION  BREWERY,25-Aug-23,715.5,715,"2,860.00",0.0699
LION  BREWERY,29-Aug-23,750,750,"605,225.00",0
LION  BREWERY,31-Aug-23,750,760,"5,295.00",-1.3158
LION  BREWERY,01-Sep-23,750,749.75,749.75,0.0333
LION  BREWERY,04-Sep-23,750,746.5,"8,996.00",0.4689
LION  BREWERY,05-Sep-23,750,760,"201,060.00",-1.3158
LION  BREWERY,06-Sep-23,750,758,"58,127.00",-1.0554
LION  BREWERY,07-Sep-23,750,750,"460,500.00",0
LION  BREWERY,08-Sep-23,788,768,"426,261.25",2.6042
LION  BREWERY,11-Sep-23,821.25,793,"26,364,648.00",3.5624
LION  BREWERY,12-Sep-23,874.5,839.5,"693,684.25",4.1691
LION  BREWERY,13-Sep-23,880,875,"268,399.75",0.5714
LION  BREWERY,14-Sep-23,887.25,888,"245,737.25",-0.0845
LION  BREWERY,15-Sep-23,880,860,"189,905.50",2.3256
LION  BREWERY,18-Sep-23,880,861,"48,254.50",2.2067
LION  BREWERY,19-Sep-23,880,880,"177,759.50",0
LION  BREWERY,20-Sep-23,880,880,"454,948.25",0
LION  BREWERY,21-Sep-23,880.25,880,"857,941.25",0.0284
LION  BREWERY,22-Sep-23,900,890,"705,294.50",1.1236
LION  BREWERY,25-Sep-23,889.75,891,"107,639.25",-0.1403
LION  BREWERY,26-Sep-23,885.75,890,"140,891.50",-0.4775
LION  BREWERY,27-Sep-23,885.75,883,"200,205.75",0.3114
LION  BREWERY,02-Oct-23,885.75,883,"24,773.00",0.3114
LION  BREWERY,03-Oct-23,899.75,900,"103,485.00",-0.0278
LION  BREWERY,04-Oct-23,917.25,900,"253,589.00",1.9167
LION  BREWERY,05-Oct-23,917.25,917.25,"50,468.75",0
LION  BREWERY,06-Oct-23,924.75,925,"8,919,894.50",-0.027
LION  BREWERY,09-Oct-23,949,950,"290,497.00",-0.1053
LION  BREWERY,10-Oct-23,941.25,949,"3,864,520.25",-0.8166
LION  BREWERY,11-Oct-23,906.5,918.25,"232,153.50",-1.2796
LION  BREWERY,12-Oct-23,930.25,930,"205,570.25",0.0269
LION  BREWERY,13-Oct-23,930,930,"291,090.00",0
LION  BREWERY,16-Oct-23,930,901.25,"24,324.25",3.19
LION  BREWERY,17-Oct-23,930,930,930,0
LION  BREWERY,18-Oct-23,930,929,"625,867.00",0.1076
LION  BREWERY,19-Oct-23,900,925,"180,925.00",-2.7027
LION  BREWERY,20-Oct-23,900,900,"67,500.00",0
LION  BREWERY,24-Oct-23,900,906,"83,426.00",-0.6623
LION  BREWERY,25-Oct-23,900,900,"137,705.00",0
LION  BREWERY,26-Oct-23,895,900,"453,114.00",-0.5556
LION  BREWERY,27-Oct-23,895,924,"10,163.00",-3.1385
LION  BREWERY,30-Oct-23,895,924,"23,942.00",-3.1385
LION  BREWERY,31-Oct-23,925,915,"202,576.00",1.0929
LION  BREWERY,01-Nov-23,914,925,"2,643,887.00",-1.1892
LION  BREWERY,02-Nov-23,900,915,"10,395,328.50",-1.6393
LION  BREWERY,03-Nov-23,900,900,"234,000.00",0
LION  BREWERY,06-Nov-23,904.5,951,"32,017,651.00",-4.8896
LION  BREWERY,07-Nov-23,905,912,"8,438,984.50",-0.7675
LION  BREWERY,09-Nov-23,909.75,910,"93,715.00",-0.0275
LION  BREWERY,13-Nov-23,909.75,920,"2,751.00",-1.1141
LION  BREWERY,14-Nov-23,909.75,939.75,"4,698.75",-3.1923
LION  BREWERY,15-Nov-23,905,930,"1,811,888.00",-2.6882
LION  BREWERY,16-Nov-23,938.75,929.75,"664,208.25",0.968
LION  BREWERY,17-Nov-23,940,940,"1,604,552.75",0
LION  BREWERY,20-Nov-23,898,939.75,"558,401,101.00",-4.4427
LION  BREWERY,21-Nov-23,898,891.5,"16,134.00",0.7291
LION  BREWERY,22-Nov-23,938.75,930,"183,842.25",0.9409
LION  BREWERY,24-Nov-23,938.75,895,"32,988.50",4.8883
LION  BREWERY,28-Nov-23,900.25,930,"4,674,510.00",-3.1989
LION  BREWERY,29-Nov-23,890,871,"763,620.00",2.1814
LION  BREWERY,30-Nov-23,875,890,"10,470,619.50",-1.6854
LION  BREWERY,01-Dec-23,895.75,871.5,"42,215,581.00",2.7826
LION  BREWERY,04-Dec-23,895.75,923.5,923.5,-3.0049
LION  BREWERY,05-Dec-23,895,895,"89,500.00",0
LION  BREWERY,06-Dec-23,895,905,"4,513.00",-1.105
LION  BREWERY,08-Dec-23,895,895,"4,587.50",0
LION  BREWERY,11-Dec-23,919.5,920,"146,367.00",-0.0543
LION  BREWERY,13-Dec-23,944,925,"101,941.25",2.0541
LION  BREWERY,14-Dec-23,944,948,"19,908.00",-0.4219
LION  BREWERY,18-Dec-23,944,918.5,"41,326.50",2.7763
LION  BREWERY,19-Dec-23,944,940,"4,700.00",0.4255
LION  BREWERY,20-Dec-23,935.25,940,"206,698.50",-0.5053
LION  BREWERY,21-Dec-23,935.25,902.5,"13,735.00",3.6288
LION  BREWERY,22-Dec-23,935.25,910,910,2.7747
LION  BREWERY,27-Dec-23,935.25,939,939,-0.3994
LION  BREWERY,28-Dec-23,935.25,925,"20,620.00",1.1081
LION  BREWERY,29-Dec-23,920.25,940,"276,540.00",-2.1011
LAXAPANA,02-Jan-23,13.8,14.3,"174,588.20",-3.4965
LAXAPANA,03-Jan-23,13.8,13.9,"15,975.00",-0.7194
LAXAPANA,04-Jan-23,13.9,13.9,"335,469.30",0
LAXAPANA,05-Jan-23,13.8,13.7,"124,992.90",0.7299
LAXAPANA,09-Jan-23,13.7,13.9,"202,486.50",-1.4388
LAXAPANA,10-Jan-23,13.6,13.6,"148,457.60",0
LAXAPANA,11-Jan-23,13.8,13.7,"193,565.90",0.7299
LAXAPANA,12-Jan-23,13.5,13.5,"62,640.90",0
LAXAPANA,13-Jan-23,13.1,13.5,"521,619.60",-2.963
LAXAPANA,17-Jan-23,12.9,13.5,"272,967.60",-4.4444
LAXAPANA,18-Jan-23,13,13,"31,258.90",0
LAXAPANA,19-Jan-23,13,13,"143,577.10",0
LAXAPANA,20-Jan-23,13,13.2,"1,044,123.60",-1.5152
LAXAPANA,23-Jan-23,13.2,13.4,"638,485.00",-1.4925
LAXAPANA,24-Jan-23,13.2,13.3,"512,609.20",-0.7519
LAXAPANA,25-Jan-23,13,13.2,"264,013.00",-1.5152
LAXAPANA,26-Jan-23,13.3,13.2,"79,443.50",0.7576
LAXAPANA,27-Jan-23,13.1,13.4,"117,080.00",-2.2388
LAXAPANA,30-Jan-23,13.3,13.2,"1,145,194.40",0.7576
LAXAPANA,31-Jan-23,13,13.1,"728,539.00",-0.7634
LAXAPANA,01-Feb-23,13.1,13.1,"78,600.00",0
LAXAPANA,02-Feb-23,13,13.4,"446,183.40",-2.9851
LAXAPANA,03-Feb-23,13.4,13.4,"13,400.00",0
LAXAPANA,06-Feb-23,13,13.4,"1,456,318.20",-2.9851
LAXAPANA,07-Feb-23,13,13.1,"558,167.10",-0.7634
LAXAPANA,08-Feb-23,13.4,13.4,"607,180.80",0
LAXAPANA,09-Feb-23,13.3,13.1,"230,147.50",1.5267
LAXAPANA,10-Feb-23,13.4,13.4,"107,200.00",0
LAXAPANA,13-Feb-23,13.1,13.2,"83,485.00",-0.7576
LAXAPANA,14-Feb-23,13,13,"254,500.00",0
LAXAPANA,15-Feb-23,13.2,12.9,"1,965.00",2.3256
LAXAPANA,16-Feb-23,13.3,13,"6,794.50",2.3077
LAXAPANA,17-Feb-23,12.9,13.2,"460,686.20",-2.2727
LAXAPANA,20-Feb-23,13,13,"108,550.00",0
LAXAPANA,21-Feb-23,13.2,13.1,"185,636.50",0.7634
LAXAPANA,22-Feb-23,13.2,13.2,"30,373.20",0
LAXAPANA,23-Feb-23,13.2,13.1,"507,938.00",0.7634
LAXAPANA,24-Feb-23,13.1,13.3,"133,241.20",-1.5038
LAXAPANA,27-Feb-23,13.1,13.1,"94,482.00",0
LAXAPANA,28-Feb-23,13,13.1,"192,271.40",-0.7634
LAXAPANA,01-Mar-23,13.2,13.2,"1,320.00",0
LAXAPANA,02-Mar-23,13,13,"491,049.00",0
LAXAPANA,03-Mar-23,13.2,13.1,"63,374.40",0.7634
LAXAPANA,07-Mar-23,13.2,13.2,"437,793.40",0
LAXAPANA,08-Mar-23,14.2,13.5,"1,900,336.90",5.1852
LAXAPANA,09-Mar-23,14.1,14.2,"340,635.40",-0.7042
LAXAPANA,10-Mar-23,13.9,14.2,"304,331.60",-2.1127
LAXAPANA,13-Mar-23,13.8,14,"803,977.00",-1.4286
LAXAPANA,14-Mar-23,14,14,"390,401.60",0
LAXAPANA,15-Mar-23,14.2,14,"3,410,926.30",1.4286
LAXAPANA,16-Mar-23,13.2,13.2,"916,186.20",0
LAXAPANA,17-Mar-23,13.3,13.1,"185,967.00",1.5267
LAXAPANA,20-Mar-23,13,13.2,"580,628.00",-1.5152
LAXAPANA,21-Mar-23,13.1,13,"429,181.00",0.7692
LAXAPANA,22-Mar-23,13.2,13.4,"38,065.00",-1.4925
LAXAPANA,23-Mar-23,13.4,13.2,"430,637.00",1.5152
LAXAPANA,24-Mar-23,13.2,13.4,"10,763.60",-1.4925
LAXAPANA,27-Mar-23,13.2,13.2,"43,876.80",0
